submission_id,age,cups,where_drink,brew,brew_other,purchase,favorite,additions,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,education_level,employment_status,marital_status,number_children,household_income
9dJK8Q,25-34 years old,1,"('At home', 'At the office')","('Pour over',)",,,Pourover,"('No - just black',)",,,Caramalized,Medium,Medium,Full caffeine,7,2,5,1,3,2,4,2,3,4,1,4,3,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"('It tastes good', 'It makes me go to the bathroom', 'I need the caffeine')",,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
rlrZZR,>65 years old,1,"('At home',)","('Espresso',)",,,Cappuccino,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Chocolatey,Somewhat strong,Medium,Full caffeine,7,2,5,4,2,3,5,3,3,4,4,5,2,Coffee B,Coffee A,Coffee B,,,"('It tastes good',)",,Yes,Yes,$4-$6,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,Retired,Married,,
pLP2pB,35-44 years old,4,"('At the office',)",,,,Pourover,"('No - just black',)",,,Chocolatey,Medium,Medium,Full caffeine,3,3,4,3,4,2,4,3,2,5,2,5,1,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"('I need the caffeine', 'It tastes good')",,Yes,No,$10-$15,$10-$15,Yes,$50-$100,Yes,Male,Master's degree,Employed full-time,Married,2,"$75,000 - $99,999"
24x6qV,25-34 years old,Less than 1,"('At home', 'At the office')","('Espresso',)",,,Cappuccino,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk', 'Oat milk', 'Almond milk', 'Soy milk', 'Skim milk')",,Floral,Somewhat strong,Medium,Full caffeine,5,1,2,4,2,1,1,1,1,3,1,2,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,"('It tastes good',)",,Yes,Yes,$10-$15,$15-$20,No,Less than $20,Yes,Male,Master's degree,Employed full-time,Single,None,"$100,000 - $149,999"
EPbRKq,25-34 years old,1,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Bold,Very strong,Medium,Full caffeine,8,2,4,3,4,2,5,3,4,2,3,5,3,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
KMBEYM,35-44 years old,1,"('At the office', 'At home')","('Other',)",Aeropress,,Regular drip coffee,"('No - just black', 'Sugar or sweetener')",,"('Granulated Sugar', 'Brown Sugar')",Chocolatey,Medium,Medium,Full caffeine,3,2,4,2,2,2,3,3,2,4,3,3,4,Coffee B,Coffee D,Coffee B,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,No,$8-$10,$10-$15,Yes,$50-$100,Yes,Prefer not to say,Doctorate or professional degree,Employed full-time,Single,None,"$50,000 - $74,999"
qbElrG,55-64 years old,4,"('At the office', 'On the go', 'At home')","('Coffee brewing machine (e.g. Mr. Coffee)', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Pour over', 'Cold brew')",,"('National chain (e.g. Starbucks / Dunkin)', 'Drive-thru')",Regular drip coffee,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Sweet,Medium,Light,Full caffeine,7,2,1,5,2,1,2,2,3,3,3,4,4,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$4-$6,$4-$6,No,$300-$500,Yes,Male,Master's degree,Employed full-time,Married,,
1r2aol,45-54 years old,1,"('At home',)","('Pod/capsule machine (e.g. Keurig/Nespresso)', 'Bean-to-cup machine', 'Pour over')",,,Cold brew,"('Milk, dairy alternative, or coffee creamer',)","('Almond milk',)",,Chocolatey,Medium,French,Full caffeine,5,3,4,3,2,2,3,3,3,4,2,5,3,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('I need the ritual',)",,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,Master's degree,Employed full-time,Married,2,"$150,000 or more"
RzB9XJ,35-44 years old,2,"('At home',)","('Other',)",Immersion dripper (hario switch),,Regular drip coffee,"('No - just black',)",,,Chocolatey,Medium,Medium,Full caffeine,4,2,4,2,4,3,3,5,2,5,1,4,4,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$6-$8,$10-$15,No,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
rlrZ8R,25-34 years old,1,"('At home',)","('Pour over', 'French press', 'Cold brew')",,,Americano,"('No - just black',)",,,Caramalized,Medium,Light,Full caffeine,5,1,5,5,2,2,4,5,1,1,2,4,1,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
5dq7BM,25-34 years old,2,"('At home',)","('Espresso',)",,,Cappuccino,"('No - just black', 'Flavor syrup', 'Milk, dairy alternative, or coffee creamer')","('Oat milk',)",,Fruity,Very strong,Light,Full caffeine,6,4,1,1,3,3,2,2,3,3,1,4,4,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Male,Some college or associate's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
5dq7KM,25-34 years old,2,"('At home',)","('Other',)","AeroPress, LVL-10",,Cappuccino,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,8,2,3,2,2,2,3,3,2,2,2,2,2,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"('I need the ritual', 'I need the caffeine', 'It tastes good')",,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Non-binary,Bachelor's degree,Unemployed,Living with a partner,None,"$50,000 - $74,999"
oAVP61,25-34 years old,Less than 1,"('At home', 'At a cafe')","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Cappuccino,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Half and half',)","('Granulated Sugar', 'Honey', 'Brown Sugar', 'Raw Sugar (Turbinado)')",Chocolatey,Medium,Medium,Full caffeine,6,1,3,3,3,1,3,3,1,2,3,3,5,Coffee B,Coffee D,Coffee D,I do a mix of both,<$20,"('It tastes good', 'I need the caffeine')",,Yes,No,$6-$8,$8-$10,Yes,$50-$100,Yes,Male,Bachelor's degree,Unemployed,Single,None,"Under $25,000"
1r2ajQ,25-34 years old,2,"('At home', 'On the go')","('Pour over',)",,"('Specialty coffee shop',)",Pourover,"('No - just black',)",,,Juicy,Medium,Light,Full caffeine,6,2,4,4,4,2,3,4,3,4,2,5,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$100,000 - $149,999"
5dq7bP,35-44 years old,2,"('At home', 'At the office', 'On the go')","('Other',)",AeroPress,"('Local cafe', 'National chain (e.g. Starbucks / Dunkin)')",Americano,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,7,3,4,2,4,3,5,3,2,4,4,5,1,Coffee B,Coffee A,Coffee B,I do a mix of both,$20-$40,"('I need the ritual',)",,Yes,Yes,$6-$8,$4-$6,No,$100-$300,Yes,Male,Master's degree,Employed full-time,Single,None,"$75,000 - $99,999"
DVv8kp,55-64 years old,2,"('At home', 'On the go')","('Coffee brewing machine (e.g. Mr. Coffee)',)",,"('Specialty coffee shop',)",Iced coffee,"('Milk, dairy alternative, or coffee creamer',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,5,4,4,5,2,4,4,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,
BGbRPN,18-24 years old,1,"('At home', 'On the go', 'At a cafe')","('Cold brew', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,"('National chain (e.g. Starbucks / Dunkin)', 'Local cafe', 'Specialty coffee shop', 'Deli or supermarket')",Iced coffee,"('Milk, dairy alternative, or coffee creamer', 'Flavor syrup')","('Oat milk', 'Soy milk')",,Sweet,Medium,Blonde,Full caffeine,3,1,2,5,4,4,2,3,3,4,3,4,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"('It makes me go to the bathroom', 'I need the caffeine', 'It tastes good', 'I need the ritual')",,Yes,No,$8-$10,$10-$15,No,"More than $1,000",Yes,Female,Some college or associate's degree,Student,Single,None,"Under $25,000"
YZzABW,25-34 years old,2,"('At home',)","('Espresso',)",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Full Bodied,Somewhat strong,Medium,Full caffeine,7,2,5,3,1,1,4,2,2,2,2,2,3,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,"('I need the ritual', 'I need the caffeine', 'It tastes good')",,Yes,Yes,$10-$15,$8-$10,Yes,"More than $1,000",Yes,Male,High school graduate,Employed full-time,Single,None,"$75,000 - $99,999"
zKQ6pq,25-34 years old,1,"('At home',)","('Other',)",Aeropress,,Other,"('No - just black',)",,,Floral,Somewhat strong,Light,Full caffeine,7,2,4,4,3,2,3,3,2,2,2,5,4,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,"('I need the ritual', 'It tastes good')",,Yes,Yes,$10-$15,$10-$15,No,$100-$300,Yes,,,,,,
zKQ9E8,25-34 years old,1,"('At home', 'At the office')","('Espresso',)",,,Americano,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,2,4,4,3,3,4,4,3,3,1,5,5,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$4-$6,$4-$6,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,Employed full-time,Married,None,"$150,000 or more"
vNxZPX,25-34 years old,2,"('At home',)","('Pour over', 'Cold brew')",,,Cold brew,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk',)",,Chocolatey,Medium,Light,Full caffeine,3,3,2,3,4,2,2,4,5,1,5,3,4,Coffee A,Coffee D,Coffee C,I primarily work in person,$20-$40,"('I need the caffeine', 'It tastes good', 'It makes me go to the bathroom', 'I need the ritual')",,Yes,No,$8-$10,$8-$10,No,$50-$100,No,Female,Bachelor's degree,Employed full-time,Single,None,"$50,000 - $74,999"
EPbRzo,25-34 years old,2,"('At the office', 'At home', 'At a cafe', 'On the go')","('Espresso', 'Pour over')",,"('Specialty coffee shop', 'Local cafe', 'National chain (e.g. Starbucks / Dunkin)')",Espresso,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)",,Juicy,Somewhat strong,Light,Full caffeine,7,4,3,5,3,2,3,3,1,3,1,4,4,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
9dJkGG,45-54 years old,2,"('At home',)","('Espresso',)",,,Cortado,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Juicy,Medium,Light,Full caffeine,8,2,3,4,4,2,2,3,2,3,2,3,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,Employed full-time,Married,1,"$150,000 or more"
dY2yyK,25-34 years old,2,"('At a cafe', 'At home')","('Other',)",Cafe (Starbucks) brought home,,Iced coffee,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener', 'Flavor syrup')","('Oat milk',)","('Brown Sugar',)",Chocolatey,Somewhat strong,Blonde,Full caffeine,2,2,5,1,4,3,3,3,1,4,2,3,2,Coffee C,Coffee D,Coffee C,I do a mix of both,>$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$10-$15,More than $20,Yes,Less than $20,,Female,Bachelor's degree,Unemployed,Living with a partner,None,"$100,000 - $149,999"
42N6r5,25-34 years old,1,"('At home',)","('Espresso', 'Pour over', 'Coffee extract (e.g. Cometeer)')",,,Latte,"('No - just black',)",,,Caramalized,Very strong,Medium,Full caffeine,6,2,1,3,2,2,2,3,3,3,2,3,4,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good',)",,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,Some college or associate's degree,Student,Single,None,"Under $25,000"
eBxXOl,35-44 years old,1,"('At home', 'At a cafe', 'On the go')","('French press', 'Espresso', 'Cold brew')",,"('National chain (e.g. Starbucks / Dunkin)', 'Local cafe')",Cappuccino,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk', 'Almond milk', 'Skim milk', 'Whole milk')",,Nutty,Medium,Medium,Full caffeine,5,1,3,2,3,4,3,4,2,4,4,1,4,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'It makes me go to the bathroom', 'I need the ritual', 'Other')",Complete Breakfast,No,No,$10-$15,$4-$6,No,$50-$100,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
7d9krR,55-64 years old,1,"('At home',)","('Bean-to-cup machine', 'Pour over', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Almond milk',)",,Caramalized,Medium,Light,Full caffeine,8,2,5,3,4,2,3,4,1,4,1,4,3,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$150,000 or more"
PABxD0,35-44 years old,1,"('At the office', 'At home')","('Cold brew',)",,,Blended drink (e.g. Frappuccino),"('Milk, dairy alternative, or coffee creamer',)","('Coffee creamer',)",,Sweet,Medium,Medium,Full caffeine,4,2,2,3,2,2,3,3,2,1,4,1,2,Coffee B,Coffee A,Coffee A,I primarily work in person,$20-$40,"('It tastes good',)",,Yes,No,$6-$8,$6-$8,Yes,$20-$50,Yes,Female,High school graduate,Employed full-time,Married,2,"$75,000 - $99,999"
24x6qp,45-54 years old,1,"('At home',)","('Pour over', 'Other')",Steep . Clever brewer,,Regular drip coffee,"('No - just black',)",,,Chocolatey,Very strong,Dark,Full caffeine,7,1,4,1,3,2,4,2,3,2,2,5,1,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$4-$6,$4-$6,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$50,000 - $74,999"
ZdR7OA,25-34 years old,1,"('At home',)","('Pour over',)",,,Other,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Floral,Somewhat strong,Light,Full caffeine,2,4,2,5,2,4,2,3,3,3,3,3,4,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$6-$8,More than $20,Yes,$100-$300,Yes,Male,Master's degree,Student,Single,None,"$25,000 - $49,999"
pLPEBP,18-24 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,2,3,4,3,1,2,2,2,1,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,Student,Single,None,"Under $25,000"
YZzA85,35-44 years old,2,"('At home', 'On the go', 'At a cafe')","('Pour over', 'Espresso')",,"('Specialty coffee shop',)",Pourover,"('No - just black',)",,,Floral,Medium,Nordic,Full caffeine,8,1,4,4,3,2,1,3,1,1,2,3,3,Coffee A,Coffee A,Coffee A,I primarily work in person,>$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,More than $20,$10-$15,No,"More than $1,000",No,Male,Some college or associate's degree,Employed part-time,Single,None,"$150,000 or more"
AlbgPB,25-34 years old,1,"('At home',)","('Other',)",Aeropress,,Americano,"('No - just black',)",,,Chocolatey,Somewhat strong,Dark,Half caff,5,4,4,2,4,3,3,1,3,4,1,5,1,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"('It makes me go to the bathroom', 'It tastes good')",,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,High school graduate,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
GrBPEL,25-34 years old,2,"('At home', 'At the office', 'At a cafe')","('Coffee brewing machine (e.g. Mr. Coffee)', 'Instant coffee')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk', 'Almond milk')",,Bold,Medium,Italian,Full caffeine,5,2,2,4,3,3,3,2,1,5,2,4,2,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$6-$8,$4-$6,No,Less than $20,Yes,Female,Master's degree,Employed full-time,Single,None,"$50,000 - $74,999"
OABNO7,25-34 years old,1,"('At home',)","('Cold brew',)",,,Cold brew,"('No - just black',)",,,Nutty,Somewhat strong,Medium,Full caffeine,5,2,5,2,4,2,4,3,3,4,1,2,2,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"('I need the caffeine', 'It tastes good', 'It makes me go to the bathroom', 'I need the ritual')",,Yes,No,$8-$10,$15-$20,No,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
dY2M0N,35-44 years old,2,"('At home', 'At the office')","('Espresso',)",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Flavor syrup')","('Whole milk',)",,Chocolatey,Somewhat strong,Dark,Full caffeine,7,1,2,1,1,1,1,1,2,3,4,2,2,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"('It tastes good', 'It makes me go to the bathroom', 'I need the caffeine')",,Yes,Yes,$4-$6,$4-$6,No,"More than $1,000",Yes,Male,Master's degree,Employed full-time,Single,None,"$100,000 - $149,999"
oAVP25,25-34 years old,2,"('At home',)","('Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,,Pourover,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,6,2,4,4,3,2,2,1,2,1,2,3,3,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$100,000 - $149,999"
VZ1eGE,25-34 years old,Less than 1,"('At home',)","('Pour over', 'Other')",My boyfriend always makes it ='),,Latte,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Oat milk',)",,Floral,Somewhat light,Light,Full caffeine,1,2,3,4,3,2,2,4,1,1,1,4,5,Coffee A,Coffee D,Coffee D,,,,,,,,,,,,,,,,,
jB9RlY,35-44 years old,1,"('At home',)","('Pour over',)",,,Regular drip coffee,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,5,1,3,3,2,1,1,4,2,3,3,5,5,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"('I need the caffeine', 'It tastes good')",,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,Bachelor's degree,Unemployed,Living with a partner,1,"$100,000 - $149,999"
6dQBXB,35-44 years old,2,"('At home', 'At a cafe')","('Pour over', 'Espresso')",,,Espresso,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk', 'Oat milk')",,Juicy,Somewhat strong,Nordic,Full caffeine,8,2,4,3,3,2,3,4,1,2,2,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,More than $20,$10-$15,No,"More than $1,000",Yes,Male,Bachelor's degree,Unemployed,Living with a partner,None,"$150,000 or more"
rlrZzv,35-44 years old,1,"('At home', 'On the go')","('Pour over',)",,"('Specialty coffee shop',)",Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk',)",,Nutty,Somewhat strong,Medium,Half caff,4,2,4,2,2,2,3,4,2,5,4,4,2,Coffee C,Coffee A,Coffee C,,,,,,,,,,,,,,,,,
J2kPqY,35-44 years old,2,"('At home', 'At a cafe')","('French press', 'Espresso', 'Other')",Aeropress,,Americano,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,8,3,4,2,2,2,4,4,3,2,1,4,5,Coffee B,Coffee D,Coffee A,I primarily work from home,$20-$40,"('It tastes good',)",,Yes,Yes,$15-$20,$15-$20,Yes,$500-$1000,Yes,Male,High school graduate,Employed full-time,Married,None,"Under $25,000"
EPbOGB,25-34 years old,1,"('At home',)","('Pour over', 'Espresso')",,,Cappuccino,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk', 'Oat milk')",,Caramalized,Somewhat strong,Medium,Full caffeine,6,2,4,2,3,2,3,4,2,5,3,5,4,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,"('It tastes good',)",,Yes,No,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,Some college or associate's degree,Employed full-time,Married,None,"Under $25,000"
eBxJ5E,45-54 years old,,"('At home',)","('Other',)",AeroPress,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk', 'Almond milk', 'Whole milk')",,Caramalized,Somewhat strong,Light,Full caffeine,6,1,,4,3,2,4,4,,4,3,5,4,Coffee C,Coffee A,Coffee C,,,,,,,,,,,,,,,,,
ylqQJ6,55-64 years old,1,"('At home', 'At a cafe', 'On the go')","('Pour over',)",,"('National chain (e.g. Starbucks / Dunkin)', 'Specialty coffee shop', 'Local cafe')",Pourover,"('No - just black',)",,,Fruity,Medium,Medium,Half caff,7,2,4,4,2,2,3,3,3,3,4,3,1,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,Bachelor's degree,Retired,Married,None,"$75,000 - $99,999"
QABZ2g,35-44 years old,1,"('At the office', 'At home')","('Espresso', 'Other')",AeroPress,,Americano,"('Milk, dairy alternative, or coffee creamer', 'Other')","('Whole milk',)",,Full Bodied,Somewhat strong,Dark,Half caff,5,2,1,3,3,2,4,3,3,2,2,5,1,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,Some college or associate's degree,Employed full-time,Married,1,"$50,000 - $74,999"
